kode_rs,nama_rs,total_tt,lk_terpakai,pr_terpakai,terpakai,lk_kosong,pr_kosong,kosong,wait_list,tgl_update
3174063,RS Kanker Dharmais,441,107,117,224,159,58,217,0,08/Mar/2019 23:32:18
3174260,RS Anak dan Bunda Harapan Kita,477,31,226,257,0,207,220,0,03/Mar/2019 03:19:35
3174431,RS Umum Hermina Daan Mogot,3,0,0,0,0,0,3,0,18/Apr/2020 20:10:54
3175016,RS Umum Daerah Koja,927,108,125,233,52,68,694,0,01/Dec/2017 18:59:28
3175064,RS Penyakit Infeksi Prof. Dr. Sulianti Saroso,176,35,35,70,0,0,106,0,09/Mar/2019 00:00:02
3175181,RS Umum Sukmul,5,0,0,0,0,0,5,0,17/Apr/2020 13:42:02
3175304,RS Umum Hermina Podomoro,56,18,18,36,9,26,20,0,14/Apr/2020 01:26:30
3175330,RS Umum Royal Progress,4,0,0,0,0,0,4,0,17/Apr/2020 11:08:58
3175341,RS Umum Pluit,139,0,0,0,0,0,139,0,18/Dec/2018 07:12:10
3175363,RS Ibu dan Anak Family,1,0,0,0,0,0,1,0,17/Apr/2020 12:40:50
3175374,RS Umum Puri Medika,4,0,0,0,0,0,4,0,16/Apr/2020 13:27:26
3201024,RS Paru Dr. M. Goenawan Partowidigdo,201,37,14,51,0,0,150,0,19/Apr/2020 19:47:44
3201046,RS Umum Daerah Cibinong,325,107,102,209,135,84,116,0,06/Mar/2019 14:30:22
3201050,RS Umum Daerah Ciawi,271,71,42,113,0,0,158,0,04/Mar/2019 03:10:00
3201218,RS Umum Islam Bogor,123,21,16,37,0,86,86,0,13/Apr/2020 05:17:05
3202014,RS Umum Daerah Sekarwangi,311,89,94,183,54,67,128,0,17/Apr/2020 04:57:08
3202040,RS Umum Daerah Palabuhanratu,217,48,55,103,33,26,114,0,14/Apr/2020 06:10:13
3202051,RS Umum Daerah Jampang Kulon,190,45,40,85,11,23,105,0,13/Apr/2020 06:48:30
3202062,RS Umum Hermina,137,52,59,111,5,21,26,0,19/Apr/2020 06:29:21
3203015,RS Umum Daerah Sayang,819,114,122,236,0,0,583,3,15/Apr/2020 14:50:17
3203037,RS Umum Daerah Cimacan,145,23,18,41,0,0,104,0,14/Apr/2020 02:55:00
3204016,RS Umum Daerah Majalaya,95,37,43,80,10,11,15,0,19/Apr/2020 01:07:48
3277020,RS Umum Daerah Cibabat,285,71,76,147,54,77,138,0,18/Apr/2020 07:09:11
3217042,RS Jiwa Provinsi Jawa Barat,162,38,42,80,48,34,82,0,28/Nov/2018 03:48:24
3204075,RS Umum Mitra Kasih,2,0,0,0,0,0,2,0,16/Apr/2020 11:31:23
3204086,RS Umum Daerah Al Ihsan Provinsi Jawa Barat,325,80,62,142,79,79,183,0,02/Apr/2020 10:41:44
3204090,RS Umum Daerah Soreang,209,50,66,116,47,60,93,0,07/Nov/2018 06:48:09
3204101,RS Umum Daerah Cicalengka,94,34,58,92,0,0,2,0,14/Apr/2020 07:36:48
3205010,RS Umum Daerah dr. Slamet Garut,600,196,240,436,208,31,164,0,19/Apr/2020 22:36:56
3206011,RS Umum Daerah dr. Soekardjo,458,67,96,163,89,47,295,0,06/Apr/2020 11:47:59
3278081,RS Umum Prasetya Bunda,52,0,0,0,0,0,52,0,04/Apr/2020 05:41:36
3207012,RS Umum Daerah Kab. Ciamis,363,117,110,227,41,60,136,0,07/Mar/2019 05:33:52
3207023,RS Umum Daerah Banjar,32,14,13,27,5,0,5,0,26/Mar/2018 06:29:20
3208013,RS Umum Daerah 45 Kuningan,172,0,0,0,0,0,172,0,18/Apr/2020 03:00:54
3208024,RS Umum Wijaya Kusumah,2,0,0,0,0,0,2,0,18/Apr/2020 10:22:34
3209014,RS Umum Daerah Waled,573,106,161,267,154,146,306,0,02/Nov/2018 07:30:48
3209025,RS Pertamina Cirebon,0,0,0,0,0,0,0,0,18/Apr/2020 07:50:03
3209036,RS Paru Provinsi Jawa Barat,101,4,3,7,49,45,94,0,19/Apr/2020 12:14:25
3209040,RS Umum Daerah Arjawinangun,411,92,121,213,72,101,198,0,08/Mar/2019 18:28:10
3210014,RS Umum Daerah Majalengka,192,48,57,105,0,0,87,0,19/Apr/2020 21:59:57
3210025,RS Umum Daerah Cideres,284,95,111,206,0,0,78,0,19/Apr/2020 22:00:01
3210036,RS Bedah Budi Kasih,18,1,0,1,17,0,17,0,19/Apr/2020 22:05:01
3211015,RS Umum Daerah Sumedang,189,0,0,0,0,0,189,0,18/Apr/2020 12:13:33
3212016,RS Umum Daerah Kab. Indramayu,330,69,107,176,71,81,154,0,28/Nov/2018 08:24:46
3212031,RS Umum Daerah M.A. Sentot Patrol,96,36,33,69,16,8,27,0,04/Mar/2019 07:55:34
3213010,RS Umum Daerah Subang,351,115,143,258,0,0,93,0,05/Apr/2020 05:27:18
3214011,RS Umum Daerah Bayu Asih,221,43,45,88,58,75,133,0,17/Apr/2020 05:20:25
3215012,RS Umum Daerah Karawang,397,63,93,156,0,0,241,0,18/Apr/2020 09:00:00
3215023,RS Umum Bayukarta,144,10,20,30,56,51,114,0,19/Apr/2020 04:07:24
3215056,RS Umum Karya Husada,23,5,5,10,18,18,13,0,06/Apr/2020 14:01:01
3215078,RS Umum Islam Karawang,49,9,25,34,6,9,15,0,07/Jan/2019 07:47:32
3215100,RS Umum Delima Asih Sisma Medika,77,11,14,25,0,5,52,0,15/Apr/2020 09:56:21
3215112,RS Ibu dan Anak Dr. Djoko Pramono,32,3,17,20,0,12,12,0,08/Mar/2019 04:29:05
3215145,RS Umum Mandaya,48,0,0,0,0,0,48,0,07/Feb/2019 11:43:02
3275013,RS Umum Daerah dr. Chasbullah Abdulmadjid,709,316,336,652,23,47,57,0,01/Mar/2019 05:39:14
3216072,RS Umum Bhakti Husada,3,0,0,0,0,0,3,0,17/Apr/2020 08:01:02
3275115,RS Umum Hermina Bekasi,3,0,0,0,0,0,3,0,18/Apr/2020 15:40:53
3216126,RS Umum Annisa,243,0,0,0,0,0,243,0,16/Apr/2020 10:51:01
3216163,RS Umum Sentra Medika,165,70,8,78,0,0,87,0,19/Apr/2020 07:08:28
3275207,RS Umum Graha Juanda,65,3,17,20,15,26,45,0,16/Apr/2020 05:45:48
3275229,RS Umum Anna,5,2,3,5,0,0,0,0,09/Apr/2020 02:05:19
3216252,RS Umum Daerah Kab.Bekasi,115,59,59,118,28,28,-3,0,17/Apr/2020 05:23:45
3275307,RS Siloam Bekasi Sepanjang Jaya,96,18,28,46,30,21,50,0,14/Apr/2020 10:45:54
3216318,RS Umum Hermina Grand Wisata,157,0,1,1,0,0,156,0,15/Apr/2020 11:39:35
3271013,RS Umum PMI Bogor,223,81,93,174,15,31,49,0,18/Apr/2020 05:17:09
3271035,RS Umum Dr Muhamad Hassan Toto,144,31,38,69,43,32,75,0,04/Jan/2019 02:47:13
3271046,RS Jiwa dr. H. Marzoeki Mahdi,695,254,115,369,151,86,326,0,09/Feb/2018 01:59:56
3271072,RS Umum Azra,121,6,10,16,0,0,105,0,19/Apr/2020 22:35:49
3271104,RS Umum Daerah Kota Bogor,325,5,5,10,0,0,315,0,06/Feb/2018 08:43:59
3271115,RS Umum Hermina Bogor,176,11,31,42,57,77,134,0,18/Apr/2020 06:40:52
3271139,RS Umum Trimitra,76,0,0,0,0,0,76,0,20/Dec/2018 07:18:52
3272014,RS Umum Daerah  R Syamsudin SH,609,133,108,241,153,215,368,0,18/Apr/2020 05:00:58
3272036,RS Umum Ridogalih,51,2,3,5,23,23,46,0,17/Apr/2020 04:17:22
3273015,RS Umum Pusat Dr. Hasan Sadikin,981,129,116,245,0,0,736,749,08/Mar/2019 07:56:20
3273026,RSU Bhayangkara Tk II Sartika Asih,200,40,47,87,0,0,113,0,18/Apr/2020 10:27:31
3273030,RS Umum Lanud dr. M. Salamun,9,9,0,9,0,0,0,0,15/Apr/2020 07:09:42
3204041,RS Umum Kebonjati,187,63,59,122,5,11,65,0,04/Jul/2017 14:48:09
3273052,RS Umum Immanuel Bandung,874,320,206,526,14,47,348,0,07/Nov/2017 13:10:40
3273063,RS Umum Santo Yusup,11,0,0,0,0,0,11,0,16/Apr/2020 11:33:15
3273121,RS Umum Rajawali,839,242,282,524,17,47,315,0,04/Jul/2017 14:48:09
3273191,RS Khusus Mata Cicendo,104,20,17,37,0,0,67,32,19/Feb/2019 09:55:43
3273201,RS Paru Dr. H. A. Rotinsulu,116,34,20,54,0,0,62,1,19/Apr/2020 08:47:17
3273260,RS Ibu dan Anak Kota Bandung,51,0,20,20,0,23,31,0,08/Mar/2019 18:09:14
3273405,RS Umum Daerah Kota Bandung,212,36,43,79,40,42,133,0,19/Apr/2020 21:22:45
3273420,RS Umum Al-Islam Bandung,265,0,0,0,58,74,265,38,15/Sep/2018 01:06:15
3273453,RS Khusus Ginjal NY R.A. Habibie,844,246,282,528,14,51,316,0,04/Jul/2017 14:48:09
3273486,RS Umum Santosa Hospital Bandung Central,362,78,71,149,0,0,213,0,17/Apr/2020 10:55:31
3273528,RS Ibu dan Anak Melinda,839,242,282,524,17,47,315,0,04/Jul/2017 14:48:09
3273539,RS Umum Hermina Pasteur,154,36,40,76,27,51,78,0,19/Apr/2020 10:54:20
3274016,RS Umum Daerah Gunung Jati,290,69,32,101,190,190,189,0,14/Apr/2020 15:31:12
3209133,RS Umum Sumber Waras,0,0,0,0,0,0,0,0,17/Apr/2020 10:29:27
3276124,RS Umum Daerah Kota Depok,49,27,27,54,24,24,-5,7,14/Apr/2020 02:22:02
3276135,RS Umum Simpangan Depok,22,12,12,24,10,10,-2,0,19/Apr/2020 15:01:01
3276146,RS Umum Hasanah Graha Afiah,129,8,18,26,44,62,103,0,15/Apr/2020 12:00:44
3301014,RS Umum Daerah Cilacap,264,45,52,97,0,0,167,0,19/Apr/2020 00:14:42
3301036,RS Umum Pertamina Cilacap,54,5,6,11,21,21,43,0,17/Apr/2020 11:06:44
3301073,RS Umum Islam Fatimah,123,45,45,90,78,78,33,0,19/Apr/2020 22:01:01
3301084,RS Umum Daerah Majenang,162,38,30,68,41,53,94,0,18/Apr/2020 12:43:39
3301095,RS Bersalin Annisa,25,0,1,1,0,24,24,0,06/Feb/2018 10:56:29
3302015,RSUD BANYUMAS,451,103,95,198,0,0,253,0,19/Apr/2020 02:02:35
3302026,RS Umum Daerah Prof Dr. Margono Soekarjo Purwoker,693,122,106,228,158,219,465,0,09/Feb/2018 11:03:54
3302030,RS Umum Tk III Wijayakusuma,18,0,0,0,0,0,18,0,19/Apr/2020 14:54:28
3302041,RS Umum Santa Elisabeth Purwokerto,10,1,1,2,0,0,8,0,17/Apr/2020 13:45:33
3302143,RS Umum Hidayah Purwokerto,52,10,17,27,14,11,25,0,02/Jan/2019 02:27:50
3302165,RS Umum Ananda Purwokerto,70,9,21,30,0,0,40,0,16/Apr/2020 14:18:58
3302191,RS Umum Daerah Ajibarang,176,25,45,70,44,47,106,0,16/Apr/2020 07:08:38
3302213,RS Umum Wiradadi Husada,7,0,0,0,0,0,7,0,18/Apr/2020 19:52:14
3303016,RS Umum Daerah dr. R. Goeteng Taroenadibrata,147,0,0,0,0,28,147,0,01/Mar/2018 05:20:01
3303075,RS Umum Harapan Ibu,74,9,8,17,26,31,57,0,19/Apr/2020 09:36:36
3304010,RS Umum Daerah Hj. Anna Lasmanah Banjarnegara,255,85,116,201,17,31,54,0,04/Feb/2019 04:35:28
3305011,RS Umum Daerah dr. Soedirman Kabupaten Kebumen,298,58,83,141,74,73,157,0,18/Apr/2020 03:31:46
3305066,RS Umum PKU Muhamadiyah Gombong,276,88,61,149,55,73,127,0,14/Apr/2020 03:49:27
3305081,RS Umum Wijayakusuma,18,0,0,0,18,18,18,0,11/Nov/2017 13:05:49
3305092,RS Umum Purbowangi,6,0,0,0,0,0,6,0,18/Apr/2020 09:54:49
3306012,RS Umum Daerah Dr. Tjitrowardojo Purworejo,319,47,54,101,82,95,218,0,04/Jul/2017 14:48:09
3306104,RS Umum Palang Biru Kutoarjo,1,0,0,0,0,0,1,0,18/Apr/2020 13:41:33
3307013,RS Umum Setjonegoro Wonosobo,218,60,56,116,44,58,102,0,31/Mar/2020 14:09:23
3307050,RS Umum Islam Wonosobo,103,34,21,55,28,20,48,0,01/Mar/2019 03:56:31
3308014,RS Umum Daerah Muntilan Kab. Magelang,157,32,38,70,34,53,87,0,19/Apr/2020 03:23:55
3309015,RS Umum Daerah Pandan Arang Boyolali,258,118,0,118,140,0,140,0,12/Jan/2019 07:01:17
3309096,RS Umum Daerah Waras Wiris,58,30,41,71,37,38,-13,0,16/Apr/2020 06:14:44
3309107,RS Umum Daerah Simo,74,42,4,46,20,8,28,0,02/Feb/2019 04:36:58
3310015,RS Umum Pusat Dr. Soeradji Tirtonegoro,361,84,68,152,0,0,209,0,17/Apr/2020 02:42:34
3310026,RS Jiwa Daerah Dr. RM. Soedjarwadi,199,62,23,85,114,0,114,0,19/Apr/2020 22:38:07
3310384,RS Umum Islam Klaten,221,70,69,139,0,0,82,0,02/Nov/2018 05:37:37
3310405,RS Khusus Bedah Diponegoro,66,13,6,19,0,0,47,0,07/Mar/2019 07:02:19
3311016,RS Umum Daerah Ir. Soekarno Kabupaten Sukoharjo,252,30,30,60,0,0,192,0,16/Feb/2019 14:00:01
3311213,RS Umum Nirmala Suri,61,30,26,56,21,21,5,0,14/Apr/2020 06:34:06
3312010,RS Umum Daerah Dr. Soediran Mangun Sumarso Wonogi,352,72,42,114,0,0,238,0,19/Apr/2020 00:11:27
3312273,RS Umum Marga Husada,58,3,3,6,0,0,52,0,06/Jan/2019 07:43:36
3312284,RS Umum Muhammadiyah Selogiri,71,7,21,28,0,0,43,0,10/Apr/2020 09:31:20
3312295,RS Umum Medika Mulya,9,1,1,2,3,2,7,0,20/Dec/2018 10:30:29
3313011,RS Umum Daerah Karanganyar,818,423,0,423,395,0,395,0,07/Jul/2018 08:00:03
3313022,RS Umum Lanuma Adisumarmo,6,0,0,0,0,0,6,0,17/Apr/2020 11:23:04
3314012,RS Umum Daerah dr. Soehadi Prijonegoro,302,52,58,110,84,105,192,0,18/Apr/2020 04:10:05
3314045,RS Umum Sarila Husada,7,0,0,0,0,0,7,0,18/Apr/2020 13:57:29
3314067,RS Umum Assalam,65,7,28,35,12,18,30,0,14/Sep/2017 12:41:22
3315024,RS Umum Panti Rahayu,8,1,3,4,3,1,4,0,17/Apr/2020 05:04:12
3316014,RS Umum Daerah Dr. R. Soetijono Blora,170,45,41,86,0,0,84,0,01/Nov/2018 09:43:16
3316025,RS Umum Daerah Dr. R. Soeprapto Cepu,157,34,27,61,0,0,96,0,27/Sep/2018 06:53:38
3316040,RS Umum Permata Blora,65,15,31,46,0,0,19,0,13/Apr/2020 20:03:05
3316051,RS Umum PKU Muhammadiyah Cepu,131,28,47,75,25,31,56,0,18/May/2018 09:30:14
3317015,RS Umum Daerah dr. R. Soetrasno Rembang,222,67,94,161,17,11,61,0,18/Apr/2020 13:10:12
3318016,RS Umum Daerah RAA Soewondo,458,83,107,190,121,143,268,40,16/Apr/2020 11:13:55
3318064,RS Umum Islam Pati,162,25,26,51,58,51,111,2,10/Apr/2018 08:04:09
3318086,RS Umum Daerah Kayen Pati,79,57,0,57,22,0,22,0,09/Mar/2019 00:13:19
3319032,RS Umum Mardi Rahayu,244,43,43,86,0,0,158,0,11/Apr/2020 10:04:55
3320010,RS Umum Daerah R. A. Kartini,60,60,0,60,0,0,0,0,15/Apr/2020 00:00:00
3320021,RS Umum Daerah Kelet Provinsi Jawa Tengah,236,50,51,101,79,75,135,0,15/Jan/2019 07:23:37
3321011,RS Umum Daerah Sunan Kalijaga,289,110,124,234,17,16,55,0,28/Oct/2018 03:29:04
3322012,RS Umum Daerah Ambarawa,176,53,65,118,0,0,58,0,05/Feb/2018 10:58:37
3322023,RS Umum Daerah Ungaran,165,12,25,37,0,0,128,0,09/Apr/2020 09:04:41
3323013,RS Umum Daerah Djojonegoro Temanggung,414,0,0,0,0,0,414,0,18/Apr/2020 04:11:00
3323050,RS Umum PKU Muhammadiyah Temanggung,95,46,30,76,0,0,19,0,23/Nov/2017 09:16:56
3324014,RS Umum Daerah  Dr. H. Soewondo Kendal,249,61,61,122,51,76,127,0,17/Apr/2020 11:18:00
3324036,RS Umum Islam Kendal,213,129,0,129,84,0,84,0,25/Jan/2018 11:01:10
3325015,RS Umum Daerah Kab. Batang,251,0,0,0,0,0,251,0,04/Apr/2020 04:24:56
3326038,RS Umum Daerah Kajen Kab.Pekalongan,131,45,45,90,86,86,41,0,19/Apr/2020 21:01:01
3326049,RS Umum Daerah Bendan Kota Pekalongan,185,38,64,102,81,74,83,0,01/Mar/2018 01:35:29
3327010,RS Umum Daerah Dr. M Ashari Pemalang,321,48,100,148,8,7,173,0,19/Apr/2020 21:52:33
3327032,RS Umum Islam Moga,48,2723,4579,7302,2723,4579,-7254,0,29/Dec/2018 07:15:46
3328055,RSU Islam PKU Muhammadiyah,14,0,0,0,0,0,14,0,18/Apr/2020 12:58:42
3329012,RS Umum Daerah Brebes,1187,0,0,0,0,0,1187,0,06/Feb/2018 06:21:27
3371014,RS Umum Daerah Tidar,337,66,96,162,89,86,175,0,17/Apr/2020 04:49:09
3371025,RS Umum Tk II Dr. Soedjono,243,38,38,76,79,88,167,0,13/Apr/2020 05:45:31
3371040,RS Jiwa Prof. Dr. Soerojo,531,97,74,171,0,0,360,0,13/Feb/2019 14:30:00
3371105,RS Ibu dan Anak Gladiool,0,0,0,0,0,0,0,0,09/Mar/2019 00:13:01
3372015,RS Umum Daerah Dr. Moewardi Surakarta,963,0,0,0,0,0,963,0,17/Apr/2020 08:42:38
3372026,RS Umum Dr. Oen,16,14,3,17,0,0,-1,0,15/Apr/2020 05:23:07
3372030,RS Umum Tk IV Slamet Riyadi Surakarta,6,0,0,0,0,0,6,0,19/Apr/2020 00:51:56
3372041,RS Umum Brayat Minulya,2,0,0,0,0,0,2,0,18/Apr/2020 07:29:32
3372052,RS Jiwa Daerah Surakarta,297,154,57,211,105,99,86,0,06/Mar/2019 07:20:00
3372063,RS Orthopedi Prof. Dr. R. Soeharso,166,14,8,22,0,0,144,134,18/Apr/2020 01:41:33
3372096,RS Umum PKU Muhammadiyah Surakarta,351,90,86,176,60,117,175,173,19/Apr/2020 00:55:15
3372132,RS Umum Islam Kustati,8,0,0,0,0,0,8,0,17/Apr/2020 09:25:05
3372165,RS Umum Kasih Ibu,200,44,52,96,57,64,104,0,16/Apr/2020 04:03:26
3372191,RS Umum Triharsi,1,0,0,0,0,0,1,0,17/Apr/2020 08:42:36
3372234,RS Umum Daerah Kota Surakarta,127,25,43,68,0,0,59,0,02/Apr/2020 06:50:05
3373016,RS Umum Daerah Salatiga,557,204,215,419,132,120,138,0,08/Mar/2019 09:03:01
3373020,RS Umum Tk. IV 04.07.03 dr. Asmir,136,18,14,32,36,66,104,0,18/Apr/2020 06:27:24
3373042,RS Paru Dr. Ario Wirawan,193,26,20,46,77,70,147,0,08/Mar/2019 09:15:59
3374010,RS Umum Pusat Dr. Kariadi,1146,173,222,395,567,141,751,0,08/Mar/2019 22:36:13
3374021,RS Umum St. Elisabeth Semarang,259,63,108,171,0,0,88,0,27/Dec/2018 03:02:04
3374043,RS Umum Telogorejo Semarang,312,120,123,243,0,0,69,0,03/May/2018 01:38:32
3374076,RS Umum Sultan Agung Semarang,395,61,88,149,0,0,246,0,06/Apr/2018 10:33:47
3374112,RS Umum Panti Wilasa Citarum,199,30,46,76,94,112,123,0,19/Apr/2020 22:44:19
3374123,RS Jiwa Daerah  Dr. Amino Gondohutomo,311,126,73,199,0,12,112,0,01/Nov/2018 04:45:26
3374134,RS Umum Daerah Tugurejo Semarang,112,16,30,46,30,36,66,0,17/Jul/2018 07:27:48
3374145,RS Umum Hermina Pandanaran,77,12,39,51,17,9,26,0,14/Apr/2020 07:36:28
3374273,RS Ibu dan Anak Anugerah,20,4,0,4,16,0,16,0,09/Mar/2019 00:07:01
3374342,RS Umum Daerah K.R.M.T Wongsonegoro,547,258,37,295,202,50,252,0,08/Mar/2019 22:31:00
3374353,RS Ibu dan Anak Kusuma Pradja,29,0,2,2,5,27,27,0,23/Feb/2018 11:04:43
3326011,RS Umum Daerah Kraton Kab. Pekalongan,268,100,74,174,42,36,94,2,12/Feb/2019 09:41:35
3375071,RS Umum Karomah Holistic,35,4,0,4,21,29,31,0,19/Apr/2020 22:24:13
3376012,RS Umum Daerah Kardinah,863,174,214,388,0,0,475,0,08/Mar/2019 00:15:46
3376034,RS Umum Tk.IV Tegal,49,154,153,307,154,153,-258,0,16/Jan/2019 07:54:39
3401015,RS Umum Daerah Wates,186,34,35,69,0,0,117,0,19/Apr/2020 19:48:59
3401026,RS Umum St Yusup Boro,38,1,0,1,14,21,37,0,18/Apr/2020 09:22:33
3402016,RS Umum Daerah Panembahan Senopati,204,0,61,61,0,0,143,0,15/Apr/2020 10:16:01
3402020,RS Umum Santa Elisabeth,50,21,15,36,4,10,14,0,09/Mar/2019 12:13:34
3402031,RSU PKU Muhammadiyah Bantul,167,49,35,84,4,9,83,0,08/Apr/2020 15:06:57
3402053,RS Umum Nur Hidayah,98,45,0,45,32,0,53,0,08/Mar/2019 13:59:54
3403010,RS Umum Daerah Wonosari,225,28,38,66,0,0,159,0,16/Apr/2020 12:18:55
3404011,RS Umum Daerah Sleman,180,24,36,60,0,0,120,0,09/Feb/2018 11:39:49
3404022,RS Jiwa Grhasia,470,104,35,139,70,59,331,0,05/Mar/2019 08:01:53
3404033,RS Umum Panti Baktiningsih,46,4,0,4,0,0,42,0,14/Apr/2020 04:17:44
3404070,RSK Bedah An-Nur,34,3,0,3,0,0,31,0,19/Apr/2020 21:59:29
3404102,RS Umum Panti Rini,61,20,18,38,10,16,23,0,27/Feb/2018 08:39:51
3404124,RS Umum Panti Nugroho,6,0,0,0,2,2,6,0,27/Feb/2018 08:47:06
3404146,RS Islam Yayasan PDHI,113,21,22,43,64,64,70,0,16/Apr/2020 17:34:06
3404157,RS Umum Sakina Idaman,155,22,0,22,0,1,133,0,19/Dec/2018 09:56:05
3404015,RSUP Dr. Sardjito,848,152,187,339,16,26,509,479,09/Apr/2020 08:00:03
3471026,RS Islam Hidayatullah Yogyakarta,99,85,0,85,14,0,14,0,20/Jul/2018 14:30:54
3471030,RS Tk. III 04.06.03 Dr. Soetarto,70,5,4,9,25,36,61,0,19/Apr/2020 01:19:52
3471041,RS PKU Muhammadiyah Yogyakarta,183,2,1,3,0,0,180,0,05/Sep/2017 06:04:58
3471052,RS Umum Panti Rapih,399,164,0,164,235,0,235,0,15/Apr/2020 10:00:48
3471063,RS Bethesda Yogyakarta,205,31,21,52,66,69,153,0,17/Apr/2020 08:27:32
3471074,RSPAU Dr.  Suhardi Harjolukito,142,18,28,46,51,45,96,0,15/Apr/2020 10:23:08
3471096,RS  Mata Dr. Yap,36,3,6,9,15,12,27,0,18/Apr/2020 04:27:03
3471234,RS Umum Daerah Kota Yogyakarta,155,45,27,72,27,12,83,0,02/Jan/2019 03:08:14
3471282,RS Ludira Husada Tama,35,23,0,23,9,14,12,0,25/Apr/2019 08:58:39
3471373,RS Happy Land Medical Centre,51,3,3,6,0,0,45,0,19/Apr/2020 22:03:35
3501016,RS Umum Daerah  dr. Darsono,87,37,36,73,0,0,14,0,01/Mar/2018 08:03:34
3502010,RS Umum Daerah Dr. Harjono S. Kabupaten Ponorogo,464,94,87,181,136,124,283,0,02/Feb/2018 01:10:02
3502112,RS Umum Aisyiyah Ponorogo,5,2,1,3,1,1,2,0,29/Aug/2018 08:32:01
3503011,RS Umum Daerah dr. Soedomo Trenggalek,247,0,0,0,0,0,247,0,18/Apr/2020 11:44:52
3504012,RS Umum Daerah Dr. Iskak Tulungagung,464,149,132,281,83,100,183,0,04/Apr/2020 08:19:39
3505013,RS Umum Daerah Ngudi Waluyo Wlingi,302,17,38,55,0,0,247,0,18/Apr/2020 10:42:14
3506014,RS Umum Daerah Kabupaten Kediri,4807,1719,-1816,-97,0,5,4904,1789,01/Mar/2019 08:38:36
3506036,RS Umum Amelia,86,34,43,77,4,5,9,0,08/Mar/2019 11:17:39
3507026,RS Jiwa Dr. Radjiman Wediodiningrat Lawang,725,284,126,410,202,88,315,0,19/Apr/2020 22:50:10
3579030,RS Umum Karsa Husada Kota Batu,126,22,24,46,29,45,80,0,17/Apr/2020 04:08:48
3507052,RS Umum Daerah Kanjuruhan Kepanjen,358,99,107,206,75,77,152,0,08/Apr/2020 08:47:14
3508016,RS Daerah Dr. Haryoto Kabupaten Lumajang,275,0,0,0,0,0,275,0,03/Feb/2018 10:10:26
3509010,RS Umum Daerah Dr. Soebandi,410,150,210,360,0,0,50,0,22/Feb/2019 11:37:31
3509032,RS Tk.III Baladhika Husada Jember,130,18,35,53,34,39,77,0,19/Apr/2020 03:20:02
3509043,RS Paru Jember,112,7,9,16,49,48,96,0,19/Apr/2020 05:51:46
3509123,RS Daerah Kalisat Jember,114,5,21,26,41,47,88,0,16/Apr/2020 01:45:34
3509134,RS Daerah Balung Jember,121,19,57,76,22,16,45,0,08/Mar/2019 05:17:17
3510010,RS Umum Daerah Blambangan,231,27,25,52,36,24,179,0,09/Apr/2020 04:36:30
3510021,RS Umum Bhakti Husada,87,18,16,34,22,31,53,0,19/Apr/2020 01:20:23
3510043,RS Umum Daerah Genteng,120,27,38,65,27,38,55,0,19/Apr/2020 01:21:32
3510054,RS Islam Fatimah,68,4,16,20,0,0,48,0,18/Apr/2020 02:41:28
3510076,RS Yasmin,19,4,6,10,5,5,9,0,26/Oct/2018 12:12:18
3510091,RS Islam Banyuwangi,1,1,1,2,1,1,-1,0,06/Feb/2018 12:26:01
3510102,RS Nahdlatul Ulama Banyuwangi,18,1,1,2,11,17,16,0,12/Jan/2019 07:23:44
3511011,RS Umum dr. H.Koesnadi Bondowoso,342,71,93,164,7,8,178,125,18/Apr/2020 10:08:42
3512012,RS Umum Daerah dr. Abdoer Rahem Kabupaten Situbon,247,49,62,111,74,61,136,0,19/Apr/2020 05:08:15
3513013,RS Umum Daerah Waluyo Jati Kraksaan,238,32,57,89,80,68,149,0,16/Apr/2020 18:00:00
3513024,RS Graha Sehat,103,0,24,24,0,10,79,0,26/Oct/2018 06:25:40
3514036,RS Umum Daerah Bangil,405,90,89,179,3,3,226,0,26/Nov/2018 09:00:24
3515015,RS Umum Daerah Sidoarjo,783,0,0,0,0,0,783,0,12/Feb/2019 05:54:20
3515026,RSU Siti Khodijah Muhammadiyah Cabang Sepanja,44,0,0,0,0,0,44,0,16/Apr/2020 14:41:15
3515106,RS Islam Siti Hajar Sidoarjo,181,0,0,0,0,0,181,0,11/Apr/2020 04:45:30
3516016,RS Umum Sumberglagah Mojokerto,107,19,27,46,28,33,61,0,19/Apr/2020 03:44:14
3516020,RS Umum Daerah Prof. Dr. Soekandar,199,2,2,4,0,0,195,0,18/Apr/2020 10:39:27
3517010,RS Umum Daerah Kab. Jombang,493,89,87,176,0,0,317,0,18/Apr/2020 04:37:10
3518011,RS Umum Daerah Nganjuk,400,149,168,317,122,130,83,0,01/Dec/2018 09:42:26
3518022,RS Umum Daerah Kertosono,245,36,34,70,87,88,175,0,18/Apr/2020 08:45:13
3518033,RS Sumber Waras,14,5,2,7,0,3,7,0,24/Jul/2018 10:49:04
3519012,RS Paru Dungus,51,10,5,15,25,26,36,0,28/Nov/2018 10:57:06
3519023,RS Umum Daerah Caruban,803,125,138,263,0,0,540,0,14/May/2018 17:32:01
3520012,RS Umum Daerah dr. Sayidiman Magetan,825,163,35,198,6,5,627,77,06/Dec/2018 09:00:19
3521013,RS Umum Daerah Dr. Soeroto Ngawi,312,67,64,131,77,102,181,0,17/Apr/2020 07:23:36
